"66","Moyo","UG.MY","14","2014-07-14 11:02:44","samuel@trailanalytics.com"
"67","Mpigi","UG.MI","5","2014-07-14 11:02:44","samuel@trailanalytics.com"
"68","Mubende","UG.MD","6","2014-07-14 11:02:44","samuel@trailanalytics.com"
"69","Mukono","UG.MN","6","2014-07-14 11:02:44","samuel@trailanalytics.com"
"70","Nakapiripirit","UG.NP","12","2014-07-14 11:02:44","samuel@trailanalytics.com"
"71","Nakaseke","UG.NK","6","2014-07-14 11:02:44","samuel@trailanalytics.com"
"72","Nakasongola","UG.NA","6","2014-07-14 11:02:44","samuel@trailanalytics.com"
"73","Namutumba","UG.NM","7","2014-07-14 11:02:44","samuel@trailanalytics.com"
"74","Nebbi","UG.NE","14","2014-07-14 11:02:44","samuel@trailanalytics.com"
"75","Ntungamo","UG.NT","13","2014-07-14 11:02:44","samuel@trailanalytics.com"
"77","Oyam","UG.OY","10","2014-07-14 11:02:44","samuel@trailanalytics.com"
"78","Pader","UG.PD","10","2014-07-14 11:02:44","samuel@trailanalytics.com"
"79","Pallisa","UG.PL","9","2014-07-14 11:02:44","samuel@trailanalytics.com"
"80","Rakai","UG.RA","5","2014-07-14 11:02:44","samuel@trailanalytics.com"
"81","Rukungiri","UG.RK","13","2014-07-14 11:02:44","samuel@trailanalytics.com"
"82","Ssembabule","UG.SE","5","2014-07-14 11:02:44","samuel@trailanalytics.com"
"83","Sironko","UG.SI","9","2014-07-14 11:02:44","samuel@trailanalytics.com"
"84","Soroti","UG.SR","12","2014-07-14 11:02:44","samuel@trailanalytics.com"
"85","Tororo","UG.TR","9","2014-07-14 11:02:44","samuel@trailanalytics.com"
"86","Wakiso","UG.WA","5","2014-07-14 11:02:44","samuel@trailanalytics.com"
"87","Yumbe","UG.YU","14","2014-07-14 11:02:44","samuel@trailanalytics.com"
"88","Butambala",,"5","2014-07-14 11:02:44","samuel@trailanalytics.com"
"89","Gomba",,"5","2014-07-14 11:02:44","samuel@trailanalytics.com"
"90","Kalungu",,"5","2014-07-14 11:02:44","samuel@trailanalytics.com"
"91","Kyankwanzi",,"6","2014-07-14 11:02:44","samuel@trailanalytics.com"
"92","Lwengo",,"5","2014-07-14 11:02:44","samuel@trailanalytics.com"
"93","Bukomansimbi",,"5","2014-07-14 11:02:44","samuel@trailanalytics.com"
"94","Bulambuli",,"9","2014-07-14 11:02:44","samuel@trailanalytics.com"
"95","Kibuku",,"9","2014-07-14 11:02:44","samuel@trailanalytics.com"
"96","Kween",,"9","2014-07-14 11:02:44","samuel@trailanalytics.com"
"97","Luuka",,"7","2014-07-14 11:02:44","samuel@trailanalytics.com"
"98","Namayingo",,"7","2014-07-14 11:02:44","samuel@trailanalytics.com"
"99","Ngora",,"12","2014-07-14 11:02:44","samuel@trailanalytics.com"
"100","Serere",,"12","2014-07-14 11:02:44","samuel@trailanalytics.com"
"101","Agago",,"10","2014-07-14 11:02:44","samuel@trailanalytics.com"
"102","Alebtong",,"10","2014-07-14 11:02:44","samuel@trailanalytics.com"
"103","Amudat",,"12","2014-07-14 11:02:44","samuel@trailanalytics.com"
"104","Kole",,"10","2014-07-14 11:02:44","samuel@trailanalytics.com"
"105","Napak",,"12","2014-07-14 11:02:44","samuel@trailanalytics.com"
"106","Nwoya",,"10","2014-07-14 11:02:44","samuel@trailanalytics.com"
"107","Otuke",,"10","2014-07-14 11:02:44","samuel@trailanalytics.com"
"108","Zombo",,"14","2014-07-14 11:02:44","samuel@trailanalytics.com"
"109","Buhweju",,"13","2014-07-14 11:02:44","samuel@trailanalytics.com"
"110","Kiryandongo",,"11","2014-07-14 11:02:44","samuel@trailanalytics.com"
"111","Mitooma",,"13","2014-07-14 11:02:44","samuel@trailanalytics.com"
"112","Ntoroko",,"11","2014-07-14 11:02:44","samuel@trailanalytics.com"
"113","Rubirizi",,"13","2014-07-14 11:02:44","samuel@trailanalytics.com"
"114","Sheema",,"13","2014-07-14 11:02:44","samuel@trailanalytics.com"
"122","Luwero",,"6","2015-12-06 19:08:22","admin: samuel@trailanalytics.com"
