"25","Alero H/C III","106","73","7","0717573999",,"AUMA DORCUS",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"26","Alito H/C III","104","36","7","0773623359",,"Ocen James",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"27","Alive Medical Services H/C III","35","69","23","0414258580/078268526",,"Saudah A Kiganda",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"29","Amach H/C IV (Lira)","54","36","7","0777647634",,"Anna olal",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"30","Amai Community Hospital","3","72","7","0777114350",,"Oruka Jimmy",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"31","Amolatar H/C IV","3","72","7","0773897355",,"Otim Douglas",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"32","Amuca SDA H/C III","54","36","7","0787324669",,"Ogwanga Moses",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"35","Amugu H/C III","102","116","7","0782681664",,"Opio David",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"37","Amuru H/C III","23","17","7","0774848923",,"Ojok Goya Awira",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"38","Anaka Hospital","106","73","7","0774805770",,"Obal M Stanley",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"41","Anyeke H/C IV","77","3","7","0772660987",,"Ekwar ",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"42","Apac Hospital","6","109","7","0774805815",,"Auma Anna Grace",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"43","Apala Bar Owoo H/C III","104","36","7","0785966224",,"Opolo C",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"44","Apala H/C III","102","116","7","0782346273",,"ebong moses",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"46","Apoi H/C III","6","109","7",,,"Mwony Francis",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"47","Aputi H/C III","3","72","7","0773394839",,"Otim Douglas",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"49","Aromo H/C III","54","36","7","0774059095",,"Otim",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"50","Arua R R Hospital","7","1","22","0752663302",,"MARY OCOKORU",,,"1","2014-07-14 11:37:13","samuel@trailanalytics.com"
"52","Atanga H/C III","78","118","7","0783317151",,"Acan Mary",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"53","Atiak H/C IV","5","85","7","0775666037",,"Omara Denish",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"57","Awach H/C IV (Gulu)","23","17","25","0782040787",,"Stephen",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"62","Aywee H/C III","23","17","7","0782123189",,"AUMA NIGHTY BONGOMIN",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"64","Baitambogwe H/C III","61","19","2","0774140176",,"kirumira m",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"65","Bala H/C III","104","36","7","0779203475",,"Ejang Flavia",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"68","Barr H/C III","54","36","7","0772618460",,"Odong Tom",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"69","Bata H/C III","22","71","7","0772657256",,"Ochen Lawrence",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"71","Bibia H/C III","5","85","7","0774592062",,"AFUKE STEWARD",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"72","Biddabugya H/C III","71","51","3","0785732682",,"hellen",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"74","Bihanga H/C III (Buhweju)","109","52","13","0781507660",,"MWIJUKA PEREGIOUS",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"80","Bitereko H/C III","111","45","13","0782444026",,"Kwezi",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"81","Bobi H/C III","23","111","7","0785414568",,"omony martin",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"83","Boroboro H/C III","54","36","24","0777141157",,"Araca morgan",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"84","Bubaare H/C III (Mbarara)","63","44","20","0773006481",,"ayebare joshua",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"85","Bubulo H/C IV","57","43","12","0752521805",,"MASABA DWALE",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"87","Budaka H/C IV","8","43","9","0782310948",,"Gariel",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"88","Budondo H/C IV","28","21","12","0782932700",,"Kabanda Daniel",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"91","Bufumbo H/C IV","62","43","9","0782664114",,"Henry M",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"95","Bugambe H/C II (Hoima)","24","18","5","0782323029",,"Bugonzi Ann",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"97","Bugembe H/C  IV","28","21","12","0772323503",,"NAMUKASA ESTHER",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"99","Bugiri Hospital","10","84","2","0782309581",,"Akello Neoline",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"100","Bugobero H/C IV","57","65","12","0752521809",,"Nalubuka Grace",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"101","Bugono H/C IV","26","19","2","0712950841",,"GALAGIRWA PETER",,,"1","2014-07-14 11:37:14","samuel@trailanalytics.com"
"106","Buhunga H/C IV","81","54","13","0701353844",,"TUMUHERWE JONATHAN",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"107","Buikwe Hospital (St Charlse Lwanga)","11","29","3","0784470442",,"Namukose Z Nusulah",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"111","Buremba H/C III","45","58","13","0773007418",,"Kizza Amon",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"113","Bukinda H/C III","30","23","13","0775573662",,"Musinguzi Innocent",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"114","Bukomero H/C IV","44","87","5","0784713664",,"Naluggwa Milly",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"116","Bukulula H/C IV","90","105","3","0775430480",,"Kyononeka Andrew",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"118","Bukuya H/C III","68","28","3","0712134102",,"NSANGI IRENE",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"120","Bulange H/C III","73","84","2","0782553672",,"AKOL DAVID OLUPOT",,,"1","2014-07-14 11:37:37","samuel@trailanalytics.com"
"121","Buliisa H/C IV","14","10","5","0774665077",,"M Patrick",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"123","Bumanya H/C IV","34","74","2","0782982003",,"Wangala Benard",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"126","Bungokho Mutoto H/C III","62","43","9","0704312235",,"OCHOM BENARD",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"128","Bunyiiro H/C III","26","19","2","0706028527",,"Fred Wandira",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"129","Buraru H/C III","24","18","5","0779547224",,"Denis Arinaitwe",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"133","Busano H/C III","62","43","9",,,"MABONGA  JULIUS",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"134","Busanza H/C IV","46","33","13","0773219980",,"Nizeymana Fred",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"135","Busesa H/C IV","26","19","2","0783067378",,"KAUMA HAJIRA",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"137","Bushenyi H/C IV","16","11","13","0701283662",,"kemitarizo",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"138","Bushenyi Medical Centre H/C III","16","11","23","0774227522",,"tusiimirwe sylvia",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"139","Bushikori H/C III","62","43","9","0784959757",,"Oliver",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"142","Busia H/C IV","17","76","9","0777828568","elechualex@yahoo.com","Elechu Alex",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"145","Busiu H/C IV","62","43","9","0752840585",,"Mutonyi Esther",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"146","Butabika  Hospital","35","69","20","0772848761",,"Katende Misusera",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"148","Butema H/C III","24","18","5","0773764156",,"KAMULEGEYA WILIAM",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"149","Butenga H/C IV","93","105","3","0779458995",,"Matovu Robert",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"151","Butiru H/C III","57","43","12","0772079346",,"Butiya Tom",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"153","Buvuma H/C IV","19","30","15","0756718744",,"Namubiru Josephine",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"154","Buwaiswa H/C III","61","19","2","0782899189","0752229572","Mukesi JohnBosco",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"155","Buwambo H/C IV","86","14","3","0772885227",,"Nakabugo Harriet",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"158","Buwenge H/C IV","28","21","12","0774532044",,"NAKAGOLO ZAUJA",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"159","Buyamba H/C III-Rakai","80","55","8","0754724490",,"Yiga Paddy",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"160","Buyinja H/C IV","98","12","2","0753876045",,"Oundo Joseph",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"161","Buyoga H/C III","93","62","3","0703871112",,"NAMUGENYI HARRIET",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"162","Bwera Hospital","40","25","1","0773981466",,"TUGUME AMAYA GODWIN",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"163","Bwijanga H/C IV","60","42","5","0782496426",,"Waiswa Bosco",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"164","Bwindi Community Hospital","38","27","13","0774035916",,"Bwengye Charlse",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"166","Bwizibwera H/C IV","63","44","20","0701241770",,"Kyobutungi Juliet",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"168","Chahafi H/C IV","46","33","13",,,"Tumushime Phillipo",,,"1","2014-07-14 11:37:15","samuel@trailanalytics.com"
"176","Cwero H/C III","23","17","7","0778402703",,"Onene Alfred",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"179","Dokolo H/C IV","22","71","7","0751600060",,"Allan",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"180","Endiinzi H/C III","27","59","13","0787295718",,"Mwakia Peter",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"181","Entebbe Grade A Hospital","86","14","3","0752263100","cphl_entebbe@hpeprint.com","Kalule Gita",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"182","Etam H/C III","3","72","7","0773115270",,"Okello Francis",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"183","Family Health Resource Centre Kiruhura","45","58","4","0785108327",,"Geofrey K",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"184","Family Hope Centre Jinja","28","21","4","0772819859",,"Owora Rithah",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"185","Family Hope Centre Kampala","35","69","23","0752528843",,"CHRISTINE NALUMANSI",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"187","FortPortal R R Hospital","31","15","22","0772339369",,"tugume festo",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"188","Galiraaya H/C III","42","30","15","0752398986",,"Konga Betty",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"191","Gombe Hospital","88","16","3","0775272856",,"MUYINGO JAMES",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"192","Gulu Independent Hospital","23","17","25","0779110252",,"ARINDA ANDREW",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"193","Gulu Military Hospital (4th Division)","23","17","6","0778938159",,"Openy Martine",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"194","Gulu Prison H/C III","23","17","25","0754414873",,"Engola Fabious",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"195","Gulu R R Hospital","23","17","22","0779201168",,"Nyafwono Lilian",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"197","Hamurwa H/C IV","30","23","13","0775828838",,"tumwesigye raymond",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"199","Hoima R R Hospital","24","18","22","0775923299",,"Kenganzi Florence",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"201","Ibanda Hospital","25","57","13","0783406816",,"BAGUMA GASTON",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"202","Ibuje H/C III","6","109","7","0784485391",,"okello boniface",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"203","Iceme H/C III","77","3","24","0772085176",,"Okwor Denis",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"204","Iganga Hospital","26","19","2","0772621850",,"baluka annerose",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"206","Iki  Iki H/C III","8","43","9","0779035400",,"NKABI PAUL",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"207","Inomo H/C III","6","109","7","0774747520",,"Adur Lidia",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"209","Ishaka Adventist Hospital","16","11","21","0784979804",,"OWEMBABAZI CLARE",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"210","Ishongororo H/C IV","25","57","13","0776534734",,"Beijampora John",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"212","Itojo Hospital","75","20","13","0702763260",,"MUGENDA DAVID",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"213","Ivukula H/C III","73","74","2","0774250829",,"Sanyu Aisha",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"222","Jinja R R Hospital","28","21","22","0712811359",,"MUTESI SOPHIE",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"223","Kaabong Hospital","29","22","22","0783712118",,"Lapolot evelyne",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"224","Kabale R R Hospital","30","23","22","0782407445","cphl-kampala@hpeprint.com","ikiriza eleaner",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"225","Kabarole Hospital C.O.U","31","15","1","0782813064",,"Baluku Hard",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"228","Kabira H/C III (Rakai)","80","55","8","0779294758",,"KARUHANGA GEOFREY",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"231","Kabuwoko H/C III","80","55","8","0782957686",,"Nalubwama Maxensia",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"232","Kabuyanda H/C IV","27","59","13","0782018727",,"musinguzi abert",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"233","Kabwohe Clinical Research Centre","114","34","13","0700636735",,"Kalimu Denesi",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"234","Kabwohe H/C IV","114","34","13","0777132750",,"Lubega Sarah",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"235","Kabwoya H/C III","24","18","5","0774642432",,"ABITEGEKA LYDIA S",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"238","Kaderuna H/C III","8","43","9","0783371407",,"Kobba Imani",,,"1","2014-07-14 11:37:16","samuel@trailanalytics.com"
"239","Kagadi  Hospital","43","24","5","0758184524",,"AKUYO VICKY",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"240","Kagando Hospital","40","25","17","0712325628",,"Abraham Muhindo",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"244","Kakindo H/C IV","43","90","5",,,"Tomusange Joseph",,"Kakindo H/C IV Bugangaizi","1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"247","Kakuka H/C III","15","82","1","0792111918",,"BITEYO ASSA",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"248","Kakumiro H/C IV","43","90","5","0779541559",,"NALUBEGA GORRET",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"249","Kakuuto H/C IV","80","55","8","700231923",,"Matovu Jude",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"251","Kaladima H/C III","5","85","7","0774922505",,"Akak Rosemary",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"253","Kalangala H/C IV","33","103","27","0774022611",,"Ssemanda Denis",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"255","Kalisizo Hospital","80","55","8","0706901900",,"Nabagesera Gorreth",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"256","Kalongo Hospital","101","89","10","0777761941",,"Okidi Franco",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"257","Kalungu H/C III","90","105","3","0782720124",,"Muhoozi Shalif",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"259","Kambuga Hospital","38","27","13","0772576219",,"Rwakoojo",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"260","Kampala  Dispensary","35","69","5",,,,,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"262","Kamuganguzi H/C III","30","23","13",,,"KUKUNDA MARION",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"264","Kamukira H/C IV","30","23","13","0771648484",,"Godfrudo",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"265","Kamuli District Govt Hospital","36","67","2","0784996449",,"Nabiryo Prossy",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"266","Kamuli Mission Hospital","36","67","2","0784457317",,"MWANJA MARIAM",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"267","Kamwenge H/C III","37","106","1","0772957997",,"NAAMARA KEDRESS",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"268","Kamwezi   H/C IV","30","23","13","0773524034",,"Ayebare Felix",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"269","Kamwokya Christian Caring Community","35","69","10","0777335365",,"justine",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"272","Kangai H/C III","22","71","7","0774222224",,"Edaru Patrick",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"274","Kangulumira H/C IV","42","30","15","0775547825",,"nabayaza sophia",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"275","Kanoni H/C III (Kiruhura)","45","58","13","00782837423",,"ANGELLA NATUKUNDA",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"276","Kanungu H/C IV","38","27","13","0774521156",,"Sabiti David",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"280","Kapeeka H/C III","71","51","3","0771616533",,"Namusoke Maureen",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"284","Karenga H/C IV","29","22","16","0775899843",,"Odong",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"286","Karungu H/C III (Buhweju)","109","52","13","0772830494",,"Bashasha",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"289","Kasanga PHC III","40","25","1","0773416108",,"AMOS THEMBO",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"290","Kasangati H/C IV","86","69","3","0772515796",,"Nakitto Milly",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"291","Kasasa H/C III","80","55","8","0700367349",,"Nakku juliet",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"295","Kassanda H/C IV","68","28","3","0775964900",,"KAGGA TWAHA",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"299","Katabi Military Hospital","86","14","6","0782872085",,"akankwasa  allan",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"303","Katerera H/C III","113","56","13","0784689180",,"Masereka Moses","EID Clinic / maternity wing",,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"305","Katimba H/C III","82","62","3","0779212201",,"Nanyonjo Eva",,,"1","2014-07-14 11:37:17","samuel@trailanalytics.com"
"307","Katwe H/C III (Kasese)","40","25","1","0700245247",,"Mbusa Nason",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"309","Kawempe H/C IV","35","69","5","0782418874",,"Paul",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"310","Kawempe Home Care","35","69","5","0783270837",,"John",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"311","Kawolo Hospital","11","29","22","0772628151",,"LYAKA GETRUDE",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"313","Kayunga Hospital","42","30","15","0774642663",,"Resty",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"314","Kazo H/C IV","45","58","13","0774675175",,"Roseline",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"317","Kibaale H/C IV","43","90","5","0787574344",,"Sunday",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"320","Kiboga Hospital","44","87","5","07755999701",,"MUTWA D.",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"322","Kibuli Muslim Hospital","35","69","5","0772318348",,"Mugga AM",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"325","Kidera H/C IV","20","31","2","0784747717",,"LWANGA MATHIAS",,,"1","2014-07-14 11:37:35","samuel@trailanalytics.com"
"328","Kiganda H/C IV","68","28","3","0781498913",,"NABAWANGA HARRIET",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"329","Kigandalo H/C IV","61","19","2","0774725303",,"Mpakwaluba Rose",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"331","Kigarama H/C III","114","34","13","0782240597",,"KATAATE",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"332","Kigorobya H/C IV","24","18","5","0700604096",,"Bwambale Rogers",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"333","Kihiihi H/C IV","38","27","13","0775306238",,"Makori Maurice Seremani",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"337","Kikuube H/C IV","24","18","5","0774318380",,"asaba robert",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"338","Kikyenkye H/C III","25","57","13","0752401556",,"John",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"340","Kilak H/C III","78","118","7","0774336186",,"Patrick",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"342","Kinoni H/C III (Lwengo)","92","39","3","0783557603",,"Kansiime Annet",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"343","Kinoni H/C IV (Mbarara)","63","44","20","0775815620",,"RICHARD BEMANYA",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"347","Kirema H/C III","71","51","3","0782667396",,"KATUMBA  ROBERT",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"349","Kiruhura H/C IV","45","58","13","0752655890",,"Nagasha Zerah",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"350","Kiryandongo Hospital","110","32","5","0784415121",,"AKELLO STELLA MARIS",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"352","Kisiizi Hospital C.O.U (Rukungiri)","81","54","21","0775362708",,"Asiimwe Samuel",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"355","Kisoro Hospital","46","33","13","0782879611",,"TURYAMUREBA MOHAMED",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"356","Kisubi Hospital","86","14","10","0716380193",,"Namagembe Ritah",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"357","Kiswa H/C IV","35","69","5","0782439571",,"Josephine",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"358","Kitagata  Hospital","114","34","13","0782379703",,"Lillian Ainembabazi",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"359","Kitebi H/C III","35","69","5","0788400410",,"kabarole francis",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"360","Kitgum General Hospital","47","70","7","0784340824",,"Aciro Angelina",,"Art Clinic","1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"361","Kitgum Matidi H/C III","47","117","7","0782994849",,"OTTO THOMAS",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"362","Kitimba H/C III","88","16","3","0701362998",,"Nanyonjo Eva",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
"365","Kitovu Hospital","59","41","10","0753612190",,"Teopista",,,"1","2014-07-14 11:37:18","samuel@trailanalytics.com"
