"70","Kitgum Hub","cphl-kitgum@hpeprint.com","7","2014-07-14 09:06:33","samuel@trailanalytics.com"
"71","Dokolo Hub","cphl-dokolo@hpeprint.com","7","2014-07-14 09:06:33","samuel@trailanalytics.com"
"72","Amolatar Hub","cphl-amolator@hpeprint.com","7","2014-07-14 09:06:33","samuel@trailanalytics.com"
"73","Anaka Hub","cphl-anaka@hpeprint.com","7","2014-07-14 09:06:33","samuel@trailanalytics.com"
"74","Bumanya Hub","cphl-bumanya@hpeprint.com","27","2014-07-14 09:06:33","samuel@trailanalytics.com"
"75","Madi-Opei Hub","cphl-madiopei@hpeprint.com","7","2014-07-14 09:06:33","samuel@trailanalytics.com"
"76","Masafu Hub","cphl-masafu@hpeprint.com","9","2014-07-14 09:06:33","samuel@trailanalytics.com"
"79","Pallisa Hub","cphl-palisa@hpeprint.com","9","2014-07-14 09:06:33","samuel@trailanalytics.com"
"80","Amuria Hub",,"0","2014-10-22 10:49:12","pronam2000@gmail.com"
"81","Moroto Hub",,"16","2015-03-04 10:11:19","joseph.kibirige@yahoo.com"
"82","Bundibugyo Hub",,"1","2015-03-19 19:15:37","joseph.kibirige@yahoo.com"
"83","Kyenjojo Hub",,"1","2015-03-19 19:27:30","joseph.kibirige@yahoo.com"
"84","Bugiri Hub",,"2","2015-08-07 11:04:22","joseph.kibirige@yahoo.com"
"85","Atiak Hub",,"7","2015-08-11 08:40:08","joseph.kibirige@yahoo.com"
"87","Kiboga Hub",,"17","2015-08-25 14:27:10","joseph.kibirige@yahoo.com"
"89","Kalongo Hub",,"0","2015-09-09 10:37:57","joseph.kibirige@yahoo.com"
"90","Kakindo Hub",,"5","2015-09-17 15:51:43","joseph.kibirige@yahoo.com"
"91","Self Pick",,"0","2015-09-18 09:20:22","joseph.kibirige@yahoo.com"
"92","Katakwi Hub",,"0","2015-09-22 12:32:21","joseph.kibirige@yahoo.com"
"93","None Hub",,"0","2015-10-02 09:25:46","joseph.kibirige@yahoo.com"
"95","Facility Left Blank",,"28","2015-12-06 19:08:14","admin: samuel@trailanalytics.com"
"96","Agago Hub",,"7","2015-12-06 19:08:14","admin: samuel@trailanalytics.com"
"97","No Hub",,"3","2015-12-06 19:08:22","admin: samuel@trailanalytics.com"
"99","Buvuma Hub",,"15","2015-12-06 19:08:22","admin: samuel@trailanalytics.com"
"101","Kilembe Mines Hub",,"4","2015-12-06 19:08:14","admin: samuel@trailanalytics.com"
"103","Kalangala Hub",,"27","2015-12-06 19:08:14","admin: samuel@trailanalytics.com"
"104","Kyegegwa Hub",,"0","2016-01-18 17:54:51","joseph.kibirige@yahoo.com"
"105","Butenga Hub",,"0","2016-01-22 13:39:51","joseph.kibirige@yahoo.com"
"106","Rukunyu Hub",,"0","2016-01-29 14:15:44","joseph.kibirige@yahoo.com"
"107","Kaberamaido Hub",,"0","2016-03-04 16:54:09","miriamnabukenya@yahoo.com"
"108","Kamwenge",,"0","2016-03-18 17:51:11","joseph.kibirige@yahoo.com"
"109","Apac Hub",,"0","2016-04-08 11:13:08","joseph.kibirige@yahoo.com"
"110","Warr Hub",,"0","2016-04-11 16:50:09","miriamnabukenya@yahoo.com"
"111","Lalogi Hub",,"0","2016-04-20 10:22:13","joseph.kibirige@yahoo.com"
"112","Ngora Hub",,"0","2016-05-03 08:10:22","miriamnabukenya@yahoo.com"
"113","Busolwe Hub",,"0","2016-05-03 11:42:24","miriamnabukenya@yahoo.com"
"114","Matany Hub",,"0","2016-05-04 10:17:56","miriamnabukenya@yahoo.com"
"115","Budadiri Hub",,"0","2016-05-27 10:05:12","miriamnabukenya@yahoo.com"
"116","Alebtong Hub",,"0","2016-05-30 15:25:49","miriamnabukenya@yahoo.com"
"117","Namokora Hub",,"0","2016-05-31 11:06:24","miriamnabukenya@yahoo.com"
"118","Pajule Hub",,"0","2016-05-31 11:18:29","miriamnabukenya@yahoo.com"
"119","Koboko Hub",,"0","2016-05-31 14:33:04","miriamnabukenya@yahoo.com"
"120","Ntwetwe Hub",,"0","2016-06-01 16:06:10","joseph.kibirige@yahoo.com"
